# Battlezone PSP golden tank traces from HoverTank::drive 0x954a0 run under emulation.
# state fields: right3 up3 at3 pos3 vel3 omega3 probeT4 probeIndex airborne tooSteep steerHold steerDir maxFwdSpeed nitroMeter nitroMult nitroDuration nitroEngaged nitroForced nitroOverspeedTimer lastFwdSpeed slowed slowFactor dead
# line: scenario tick dt steer throttle strafe boost ground | pre... | post...
climb_slope_20deg 1 20 0.03333333333333333 0 1 0 0 1:20 | 0.956795752 0.290749609 0.00256311009 -0.290311515 0.955769658 -0.0471545085 -0.0161598977 0.0443731323 0.99888432 -0.0206480809 7.63142395 20.6060295 0.00548388809 -1.4958272 57.5330429 0.0425099134 -0.0627226382 -0.275359809 0.786280811 0.792316675 0.75579071 0.768250465 0 0 0 0 0 68 1 1 1 0 0 0 57.444313 0 1 0 | 0.956795752 0.290749609 0.00256311009 -0.290311515 0.955769658 -0.0471545085 -0.0161598977 0.0443731323 0.99888432 -0.0206480809 7.63142395 20.6060295 -0.0326107144 -0.643732607 59.6134377 0.031078741 -0.0611983985 -0.223781362 0.762445748 0.792316675 0.75579071 0.768250465 1 0 0 0 0 68 1 1 1 0 0 0 59.5188904 0 1 0
climb_slope_20deg 1 21 0.03333333333333333 0 1 0 0 1:20 | 0.958930373 0.283600718 0.00481461082 -0.283078104 0.95795691 -0.0467480794 -0.0178699773 0.0434652418 0.998895109 -0.0217351038 7.57663298 22.5931435 -0.0326107144 -1.64373255 59.6134377 0.031078741 -0.0611983985 -0.223781362 0.762445748 0.792316675 0.75579071 0.768250465 1 0 0 0 0 68 1 1 1 0 0 0 59.5188904 0 1 0 | 0.958930373 0.283600718 0.00481461082 -0.283078104 0.95795691 -0.0467480794 -0.0178699773 0.0434652418 0.998895109 -0.0217351038 7.57663298 22.5931435 -0.0709299222 -0.97180599 61.2901192 0.00645332783 -0.0597056486 -0.20166108 0.762445748 0.781532586 0.75579071 0.768250465 2 0 0 0 0 68 1 1 1 0 0 0 61.181427 0 1 0
climb_slope_20deg 1 22 0.03333333333333333 0 1 0 0 1:20 | 0.960803509 0.277147174 0.00678524561 -0.276538908 0.959847867 -0.0470986813 -0.0195660703 0.0433761962 0.998867214 -0.0240994338 7.51090622 24.6361465 -0.0709299222 -1.97180605 61.2901192 0.00645332783 -0.0597056486 -0.20166108 0.762445748 0.781532586 0.75579071 0.768250465 2 0 0 0 0 68 1 1 1 0 0 0 61.181427 0 1 0 | 0.960803509 0.277147174 0.00678524561 -0.276538908 0.959847867 -0.0470986813 -0.0195660703 0.0433761962 0.998867214 -0.0240994338 7.51090622 24.6361465 -0.133012176 -0.775658429 62.6330338 0.042050764 -0.0582802445 -0.131946862 0.762445748 0.781532586 0.727356911 0.768250465 3 0 0 0 0 68 1 1 1 0 0 0 62.5310402 0 1 0
climb_slope_20deg 1 23 0.03333333333333333 0 1 0 0 1:20 | 0.961997807 0.272907615 0.00903844181 -0.272223771 0.961120129 -0.0462854132 -0.0213186704 0.0420659855 0.99888736 -0.0285331737 7.45171738 26.7239151 -0.133012176 -1.77565837 62.6330338 0.042050764 -0.0582802445 -0.131946862 0.762445748 0.781532586 0.727356911 0.768250465 3 0 0 0 0 68 1 1 1 0 0 0 62.5310402 0 1 0 | 0.961997807 0.272907615 0.00903844181 -0.272223771 0.961120129 -0.0462854132 -0.0213186704 0.0420659855 0.99888736 -0.0285331737 7.45171738 26.7239151 -0.194385722 -0.866513669 63.7153931 0.093798019 -0.0570473373 -0.109998591 0.762445748 0.781532586 0.727356911 0.751691401 0 0 0 0 0 68 1 1 1 0 0 0 63.6121941 0 1 0
climb_slope_20deg 1 24 0.03333333333333333 0 1 0 0 1:20 | 0.962972164 0.269346118 0.0117163938 -0.268611968 0.962252438 -0.0437928177 -0.0230695531 0.0390241034 0.998971939 -0.0350126997 7.38950014 28.8477612 -0.194385722 -1.86651373 63.7153931 0.093798019 -0.0570473373 -0.109998591 0.762445748 0.781532586 0.727356911 0.751691401 0 0 0 0 0 68 1 1 1 0 0 0 63.6121941 0 1 0 | 0.962972164 0.269346118 0.0117163938 -0.268611968 0.962252438 -0.0437928177 -0.0230695531 0.0390241034 0.998971939 -0.0350126997 7.38950014 28.8477612 -0.26923281 -0.801726043 64.587944 0.0741484016 -0.0559879653 -0.0442492329 0.733479142 0.781532586 0.727356911 0.751691401 1 0 0 0 0 68 1 1 1 0 0 0 64.4964676 0 1 0
climb_slope_20deg 1 25 0.03333333333333333 0 1 0 0 1:20 | 0.963344216 0.267893463 0.0141778281 -0.267112315 0.962753475 -0.041913785 -0.0248781815 0.0365903303 0.999020636 -0.0439871252 7.3294425 31.0006924 -0.26923281 -1.8017261 64.587944 0.0741484016 -0.0559879653 -0.0442492329 0.733479142 0.781532586 0.727356911 0.751691401 1 0 0 0 0 68 1 1 1 0 0 0 64.4964676 0 1 0 | 0.963344216 0.267893463 0.0141778281 -0.267112315 0.962753475 -0.041913785 -0.0248781815 0.0365903303 0.999020636 -0.0439871252 7.3294425 31.0006924 -0.341283083 -1.03088737 65.2914658 0.0255219489 -0.0551848784 -0.0342560001 0.733479142 0.760221303 0.727356911 0.751691401 2 0 0 0 0 68 1 1 1 0 0 0 65.198288 0 1 0
climb_slope_20deg 1 26 0.03333333333333333 0 1 0 0 1:20 | 0.963621557 0.266780376 0.0161775835 -0.265935987 0.96309334 -0.0415848643 -0.0266745482 0.0357698724 0.999004006 -0.0553632267 7.26174641 33.1770744 -0.341283083 -2.03088737 65.2914658 0.0255219489 -0.0551848784 -0.0342560001 0.733479142 0.760221303 0.727356911 0.751691401 2 0 0 0 0 68 1 1 1 0 0 0 65.198288 0 1 0 | 0.963621557 0.266780376 0.0161775835 -0.265935987 0.96309334 -0.0415848643 -0.0266745482 0.0357698724 0.999004006 -0.0553632267 7.26174641 33.1770744 -0.437681377 -0.651569903 65.8504257 0.0431031808 -0.0545752794 0.0236503463 0.733479142 0.760221303 0.702304125 0.751691401 3 0 0 0 0 68 1 1 1 0 0 0 65.7732086 0 1 0
climb_slope_20deg 1 27 0.03333333333333333 0 1 0 0 1:20 | 0.963379562 0.267515153 0.0183141921 -0.266620338 0.962942481 -0.0406856351 -0.0285195373 0.0343127735 0.999004126 -0.0699526072 7.20669413 35.3720894 -0.437681377 -1.65156984 65.8504257 0.0431031808 -0.0545752794 0.0236503463 0.733479142 0.760221303 0.702304125 0.751691401 3 0 0 0 0 68 1 1 1 0 0 0 65.7732086 0 1 0 | 0.963379562 0.267515153 0.0183141921 -0.266620338 0.962942481 -0.0406856351 -0.0285195373 0.0343127735 0.999004126 -0.0699526072 7.20669413 35.3720894 -0.529115856 -0.639783561 66.2987289 0.093453221 -0.0542178601 0.0258569419 0.733479142 0.760221303 0.702304125 0.730902135 0 0 0 0 0 68 1 1 1 0 0 0 66.2258377 0 1 0
climb_slope_20deg 1 28 0.03333333333333333 0 1 0 0 1:20 | 0.963113248 0.268284321 0.0208895691 -0.267379016 0.962835193 -0.0381686687 -0.0303532686 0.0311753172 0.999052942 -0.0875898004 7.15203476 37.5820465 -0.529115856 -1.63978362 66.2987289 0.093453221 -0.0542178601 0.0258569419 0.733479142 0.760221303 0.702304125 0.730902135 0 0 0 0 0 68 1 1 1 0 0 0 66.2258377 0 1 0 | 0.963113248 0.268284321 0.0208895691 -0.267379016 0.962835193 -0.0381686687 -0.0303532686 0.0311753172 0.999052942 -0.0875898004 7.15203476 37.5820465 -0.632906795 -0.436432481 66.6562119 0.0789144486 -0.054030858 0.0699747875 0.710384071 0.760221303 0.702304125 0.730902135 1 0 0 0 0 68 1 1 1 0 0 0 66.5986862 0 1 0
climb_slope_20deg 1 29 0.03333333333333333 0 1 0 0 1:20 | 0.96244508 0.270471841 0.02333216 -0.269557297 0.962306678 -0.0361201577 -0.0322221816 0.028474316 0.999075055 -0.108686693 7.10415363 39.8039207 -0.632906795 -1.43643248 66.6562119 0.0789144486 -0.054030858 0.0699747875 0.710384071 0.760221303 0.702304125 0.730902135 1 0 0 0 0 68 1 1 1 0 0 0 66.5986862 0 1 0 | 0.96244508 0.270471841 0.02333216 -0.269557297 0.962306678 -0.0361201577 -0.0322221816 0.028474316 0.999075055 -0.108686693 7.10415363 39.8039207 -0.730543494 -0.574341953 66.9428787 0.0298852175 -0.0540520251 0.0591772124 0.710384071 0.738377571 0.702304125 0.730902135 2 0 0 0 0 68 1 1 1 0 0 0 66.8881454 0 1 0
climb_slope_20deg 1 30 0.03333333333333333 0 1 0 0 1:20 | 0.961865902 0.272345543 0.0253360812 -0.271390378 0.96180892 -0.0356491022 -0.0340773426 0.0274136886 0.999043167 -0.133038148 7.0516758 42.0353508 -0.730543494 -1.57434201 66.9428787 0.0298852175 -0.0540520251 0.0591772124 0.710384071 0.738377571 0.702304125 0.730902135 2 0 0 0 0 68 1 1 1 0 0 0 66.8881454 0 1 0 | 0.961865902 0.272345543 0.0253360812 -0.271390378 0.96180892 -0.0356491022 -0.0340773426 0.0274136886 0.999043167 -0.133038148 7.0516758 42.0353508 -0.849916697 -0.136578515 67.1671829 0.030597806 -0.0541910529 0.0854476914 0.710384071 0.738377571 0.68649745 0.730902135 3 0 0 0 0 68 1 1 1 0 0 0 67.1281357 0 1 0
climb_slope_20deg 1 31 0.03333333333333333 0 1 0 0 1:20 | 0.961038709 0.275057137 0.0273519754 -0.274064839 0.961068213 -0.0351611525 -0.0359584391 0.0262950137 0.999007285 -0.161368698 7.01378965 44.2742577 -0.849916697 -1.13657856 67.1671829 0.030597806 -0.0541910529 0.0854476914 0.710384071 0.738377571 0.68649745 0.730902135 3 0 0 0 0 68 1 1 1 0 0 0 67.1281357 0 1 0 | 0.961038709 0.275057137 0.0273519754 -0.274064839 0.961068213 -0.0351611525 -0.0359584391 0.0262950137 0.999007285 -0.161368698 7.01378965 44.2742577 -0.961690605 -0.0752692819 67.3457718 0.0645438358 -0.0544645116 0.0710163862 0.710384071 0.738377571 0.68649745 0.714322209 0 0 0 0 0 68 1 1 1 0 0 0 67.3115158 0 1 0
climb_slope_20deg 1 32 0.03333333333333333 0 1 0 0 1:20 | 0.960333228 0.2772699 0.0296902414 -0.276276797 0.960490823 -0.0335936397 -0.0378317088 0.0240583606 0.99899447 -0.193425044 6.97794724 46.5191154 -0.961690605 -1.07526922 67.3457718 0.0645438358 -0.0544645116 0.0710163862 0.710384071 0.738377571 0.68649745 0.714322209 0 0 0 0 0 68 1 1 1 0 0 0 67.3115158 0 1 0 | 0.960333228 0.2772699 0.0296902414 -0.276276797 0.960490823 -0.0335936397 -0.0378317088 0.0240583606 0.99899447 -0.193425044 6.97794724 46.5191154 -1.0825969 0.145529479 67.4857788 0.059285745 -0.0547943339 0.08461041 0.69794786 0.738377571 0.68649745 0.714322209 1 0 0 0 0 68 1 1 1 0 0 0 67.4623795 0 1 0
climb_slope_20deg 1 33 0.03333333333333333 0 1 0 0 1:20 | 0.959491134 0.279916227 0.031994056 -0.278924614 0.959772885 -0.0322032608 -0.0397212431 0.0219748151 0.998969138 -0.229511604 6.9494648 48.7686424 -1.0825969 -0.854470491 67.4857788 0.059285745 -0.0547943339 0.08461041 0.69794786 0.738377571 0.68649745 0.714322209 1 0 0 0 0 68 1 1 1 0 0 0 67.4623795 0 1 0 | 0.959491134 0.279916227 0.031994056 -0.278924614 0.959772885 -0.0322032608 -0.0397212431 0.0219748151 0.998969138 -0.229511604 6.9494648 48.7686424 -1.19551563 0.033110965 67.5972824 0.0291087925 -0.0551906377 0.065433614 0.69794786 0.724448442 0.68649745 0.714322209 2 0 0 0 0 68 1 1 1 0 0 0 67.5758133 0 1 0
climb_slope_20deg 1 34 0.03333333333333333 0 1 0 0 1:20 | 0.958817661 0.281976223 0.0340312012 -0.280958503 0.959193349 -0.0317872874 -0.0416057631 0.020916855 0.998915136 -0.269362122 6.91723537 51.0218849 -1.19551563 -0.966889024 67.5972824 0.0291087925 -0.0551906377 0.065433614 0.69794786 0.724448442 0.68649745 0.714322209 2 0 0 0 0 68 1 1 1 0 0 0 67.5758133 0 1 0 | 0.958817661 0.281976223 0.0340312012 -0.280958503 0.959193349 -0.0317872874 -0.0416057631 0.020916855 0.998915136 -0.269362122 6.91723537 51.0218849 -1.32702172 0.417985886 67.6822891 0.0208988264 -0.0555921718 0.0641724691 0.69794786 0.724448442 0.680914521 0.714322209 3 0 0 0 0 68 1 1 1 0 0 0 67.672821 0 1 0
climb_slope_20deg 1 35 0.03333333333333333 0 1 0 0 1:20 | 0.958147407 0.284002125 0.03600448 -0.282950908 0.958612323 -0.0316417702 -0.0435006693 0.0201299805 0.998850584 -0.313596189 6.89783478 53.2779617 -1.32702172 -0.582014084 67.6822891 0.0208988264 -0.0555921718 0.0641724691 0.69794786 0.724448442 0.680914521 0.714322209 3 0 0 0 0 68 1 1 1 0 0 0 67.672821 0 1 0 | 0.958147407 0.284002125 0.03600448 -0.282950908 0.958612323 -0.0316417702 -0.0435006693 0.0201299805 0.998850584 -0.313596189 6.89783478 53.2779617 -1.44990313 0.45096916 67.7494659 0.0310199261 -0.0559949279 0.0482311137 0.69794786 0.724448442 0.680914521 0.706951857 0 0 0 0 0 68 1 1 1 0 0 0 67.7437439 0 1 0
climb_slope_20deg 1 36 0.03333333333333333 0 1 0 0 1:20 | 0.957620502 0.285503805 0.0380868055 -0.284433097 0.958188713 -0.031180298 -0.0453964397 0.019025743 0.99878788 -0.361926287 6.87953377 55.5362778 -1.44990313 -0.54903084 67.7494659 0.0310199261 -0.0559949279 0.0482311137 0.69794786 0.724448442 0.680914521 0.706951857 0 0 0 0 0 68 1 1 1 0 0 0 67.7437439 0 1 0 | 0.957620502 0.285503805 0.0380868055 -0.284433097 0.958188713 -0.031180298 -0.0453964397 0.019025743 0.99878788 -0.361926287 6.87953377 55.5362778 -1.57855344 0.600596428 67.8008957 0.032190077 -0.0563635416 0.0413985141 0.695627868 0.724448442 0.680914521 0.706951857 1 0 0 0 0 68 1 1 1 0 0 0 67.8018036 0 1 0
climb_slope_20deg 1 37 0.03333333333333333 0 1 0 0 1:20 | 0.957152069 0.28678295 0.0401925594 -0.285696983 0.957828522 -0.0306879263 -0.0472983532 0.0178901199 0.998720586 -0.414544731 6.86622047 57.7963066 -1.57855344 -0.399403572 67.8008957 0.032190077 -0.0563635416 0.0413985141 0.695627868 0.724448442 0.680914521 0.706951857 1 0 0 0 0 68 1 1 1 0 0 0 67.8018036 0 1 0 | 0.957152069 0.28678295 0.0401925594 -0.285696983 0.957828522 -0.0306879263 -0.0472983532 0.0178901199 0.998720586 -0.414544731 6.86622047 57.7963066 -1.69810653 0.442448229 67.8417206 0.0261140242 -0.0566945598 0.0293524601 0.695627868 0.721049666 0.680914521 0.706951857 2 0 0 0 0 68 1 1 1 0 0 0 67.8431549 0 1 0
climb_slope_20deg 1 38 0.03333333333333333 0 1 0 0 1:20 | 0.956793129 0.287683398 0.0422510915 -0.286576301 0.957575142 -0.0303950254 -0.0492027402 0.0169735905 0.99864459 -0.471148282 6.84763527 60.0576973 -1.69810653 -0.557551742 67.8417206 0.0261140242 -0.0566945598 0.0293524601 0.695627868 0.721049666 0.680914521 0.706951857 2 0 0 0 0 68 1 1 1 0 0 0 67.8431549 0 1 0 | 0.956793129 0.287683398 0.0422510915 -0.286576301 0.957575142 -0.0303950254 -0.0492027402 0.0169735905 0.99864459 -0.471148282 6.84763527 60.0576973 -1.83386993 0.728292227 67.8710022 0.0175978467 -0.0569752641 0.0164349377 0.695627868 0.721049666 0.68282336 0.706951857 3 0 0 0 0 68 1 1 1 0 0 0 67.8815994 0 1 0
climb_slope_20deg 1 39 0.03333333333333333 0 1 0 0 1:20 | 0.95655328 0.28818211 0.0442368835 -0.287043154 0.957435846 -0.0303780604 -0.0511083901 0.0163603388 0.998559117 -0.532277286 6.83857822 62.3200645 -1.83386993 -0.271707773 67.8710022 0.0175978467 -0.0569752641 0.0164349377 0.695627868 0.721049666 0.68282336 0.706951857 3 0 0 0 0 68 1 1 1 0 0 0 67.8815994 0 1 0 | 0.95655328 0.28818211 0.0442368835 -0.287043154 0.957435846 -0.0303780604 -0.0511083901 0.0163603388 0.998559117 -0.532277286 6.83857822 62.3200645 -1.96053219 0.684482634 67.8939209 0.00892050564 -0.0571956486 0.00996796228 0.695627868 0.721049666 0.68282336 0.708233595 0 0 0 0 0 68 1 1 1 0 0 0 67.9074936 0 1 0
climb_slope_20deg 1 40 0.03333333333333333 0 1 0 0 1:20 | 0.956371307 0.288486481 0.0461461321 -0.28730309 0.957349479 -0.0306408796 -0.0530174598 0.016046131 0.998464644 -0.597628355 6.8280611 64.5831985 -1.96053219 -0.315517366 67.8939209 0.00892050564 -0.0571956486 0.00996796228 0.695627868 0.721049666 0.68282336 0.708233595 0 0 0 0 0 68 1 1 1 0 0 0 67.9074936 0 1 0 | 0.956371307 0.288486481 0.0461461321 -0.28730309 0.957349479 -0.0306408796 -0.0530174598 0.016046131 0.998464644 -0.597628355 6.8280611 64.5831985 -2.09078526 0.738919258 67.9105377 0.0122696832 -0.0573628657 -0.00250998582 0.69970572 0.721049666 0.68282336 0.708233595 1 0 0 0 0 68 1 1 1 0 0 0 67.928978 0 1 0
climb_slope_20deg 1 41 0.03333333333333333 0 1 0 0 1:20 | 0.956305325 0.288387209 0.0480927154 -0.287164271 0.957386076 -0.0307985451 -0.0549252033 0.0156423058 0.998367965 -0.667321205 6.81935835 66.8468857 -2.09078526 -0.261080742 67.9105377 0.0122696832 -0.0573628657 -0.00250998582 0.69970572 0.721049666 0.68282336 0.708233595 1 0 0 0 0 68 1 1 1 0 0 0 67.928978 0 1 0 | 0.956305325 0.288387209 0.0480927154 -0.287164271 0.957386076 -0.0307985451 -0.0549252033 0.0156423058 0.998367965 -0.667321205 6.81935835 66.8468857 -2.21109557 0.504069209 67.9238434 0.0223547295 -0.0574677289 -0.00226927525 0.69970572 0.725286901 0.68282336 0.708233595 2 0 0 0 0 68 1 1 1 0 0 0 67.9423218 0 1 0
climb_slope_20deg 1 42 0.03333333333333333 0 1 0 0 1:20 | 0.956233084 0.288278282 0.0501393862 -0.287033021 0.95743072 -0.0306350905 -0.0568364188 0.0149026262 0.9982723 -0.741024375 6.80282736 69.1110153 -2.21109557 -0.495930791 67.9238434 0.0223547295 -0.0574677289 -0.00226927525 0.69970572 0.725286901 0.68282336 0.708233595 2 0 0 0 0 68 1 1 1 0 0 0 67.9423218 0 1 0 | 0.956233084 0.288278282 0.0501393862 -0.287033021 0.95743072 -0.0306350905 -0.0568364188 0.0149026262 0.9982723 -0.741024375 6.80282736 69.1110153 -2.34652615 0.70342356 67.9314575 0.0173317492 -0.0575303696 -0.0142905358 0.69970572 0.725286901 0.688183546 0.708233595 3 0 0 0 0 68 1 1 1 0 0 0 67.9579468 0 1 0
climb_slope_20deg 1 43 0.03333333333333333 0 1 0 0 1:20 | 0.956272185 0.287793219 0.0521395765 -0.286518157 0.957584977 -0.0306318551 -0.058743719 0.0143534569 0.998169899 -0.819241941 6.79294157 71.3753967 -2.34652615 -0.29657644 67.9314575 0.0173317492 -0.0575303696 -0.0142905358 0.69970572 0.725286901 0.688183546 0.708233595 3 0 0 0 0 68 1 1 1 0 0 0 67.9579468 0 1 0 | 0.956272185 0.287793219 0.0521395765 -0.286518157 0.957584977 -0.0306318551 -0.058743719 0.0143534569 0.998169899 -0.819241941 6.79294157 71.3753967 -2.47252059 0.583804131 67.9372101 0.00118948519 -0.0575397983 -0.0113019049 0.69970572 0.725286901 0.688183546 0.71401751 0 0 0 0 0 68 1 1 1 0 0 0 67.9664993 0 1 0
climb_slope_20deg 1 44 0.03333333333333333 0 1 0 0 1:20 | 0.956278801 0.287430882 0.0539851114 -0.286098152 0.957694113 -0.0311430246 -0.0606526881 0.0143363727 0.998055995 -0.90165931 6.77906847 73.6399689 -2.47252059 -0.416195869 67.9372101 0.00118948519 -0.0575397983 -0.0113019049 0.69970572 0.725286901 0.688183546 0.71401751 0 0 0 0 0 68 1 1 1 0 0 0 67.9664993 0 1 0 | 0.956278801 0.287430882 0.0539851114 -0.286098152 0.957694113 -0.0311430246 -0.0606526881 0.0143363727 0.998055995 -0.90165931 6.77906847 73.6399689 -2.60134935 0.566560507 67.9403152 0.00424981862 -0.0575219244 -0.020920489 0.705881774 0.725286901 0.688183546 0.71401751 1 0 0 0 0 68 1 1 1 0 0 0 67.9741364 0 1 0
climb_slope_20deg 1 45 0.03333333333333333 0 1 0 0 1:20 | 0.956373692 0.286756188 0.0558594391 -0.285370111 0.957897782 -0.0315552056 -0.0625562817 0.0142379552 0.997939885 -0.988370955 6.7646203 75.9046478 -2.60134935 -0.433439493 67.9403152 0.00424981862 -0.0575219244 -0.020920489 0.705881774 0.725286901 0.688183546 0.71401751 1 0 0 0 0 68 1 1 1 0 0 0 67.9741364 0 1 0 | 0.956373692 0.286756188 0.0558594391 -0.285370111 0.957897782 -0.0315552056 -0.0625562817 0.0142379552 0.997939885 -0.988370955 6.7646203 75.9046478 -2.71980333 0.269233406 67.9429779 0.0187314153 -0.057465028 -0.0134524629 0.705881774 0.732104182 0.688183546 0.71401751 2 0 0 0 0 68 1 1 1 0 0 0 67.9769821 0 1 0
climb_slope_20deg 1 46 0.03333333333333333 0 1 0 0 1:20 | 0.956393242 0.286291838 0.0578702912 -0.284880161 0.958045304 -0.0315032266 -0.0644614771 0.0136433747 0.997826934 -1.07903111 6.74026155 78.1694107 -2.71980333 -0.730766594 67.9429779 0.0187314153 -0.057465028 -0.0134524629 0.705881774 0.732104182 0.688183546 0.71401751 2 0 0 0 0 68 1 1 1 0 0 0 67.9769821 0 1 0 | 0.956393242 0.286291838 0.0578702912 -0.284880161 0.958045304 -0.0315032266 -0.0644614771 0.0136433747 0.997826934 -1.07903111 6.74026155 78.1694107 -2.85326862 0.421783328 67.9420547 0.0170179531 -0.0573961437 -0.020282194 0.705881774 0.732104182 0.693517268 0.71401751 3 0 0 0 0 68 1 1 1 0 0 0 67.9840927 0 1 0
climb_slope_20deg 1 47 0.03333333333333333 0 1 0 0 1:20 | 0.956473947 0.285611838 0.0598623529 -0.284172118 0.958255529 -0.0315040573 -0.0663613677 0.0131215984 0.997709394 -1.1741401 6.7209878 80.4341431 -2.85326862 -0.578216672 67.9420547 0.0170179531 -0.0573961437 -0.020282194 0.705881774 0.732104182 0.693517268 0.71401751 3 0 0 0 0 68 1 1 1 0 0 0 67.9840927 0 1 0 | 0.956473947 0.285611838 0.0598623529 -0.284172118 0.958255529 -0.0315040573 -0.0663613677 0.0131215984 0.997709394 -1.1741401 6.7209878 80.4341431 -2.97718 0.259851694 67.9409943 0.00307174772 -0.0573048852 -0.0138848312 0.705881774 0.732104182 0.693517268 0.71988219 0 0 0 0 0 68 1 1 1 0 0 0 67.986351 0 1 0
climb_slope_20deg 1 48 0.03333333333333333 0 1 0 0 1:20 | 0.956489921 0.285162926 0.0617186129 -0.283667982 0.958390176 -0.0319482684 -0.0682609752 0.0130506009 0.997582138 -1.27337945 6.69631624 82.6988449 -2.97718 -0.740148306 67.9409943 0.00307174772 -0.0573048852 -0.0138848312 0.705881774 0.732104182 0.693517268 0.71988219 0 0 0 0 0 68 1 1 1 0 0 0 67.986351 0 1 0 | 0.956489921 0.285162926 0.0617186129 -0.283667982 0.958390176 -0.0319482684 -0.0682609752 0.0130506009 0.997582138 -1.27337945 6.69631624 82.6988449 -3.1040566 0.211235031 67.9385681 0.00497482717 -0.0572141185 -0.0188333131 0.710963786 0.732104182 0.693517268 0.71988219 1 0 0 0 0 68 1 1 1 0 0 0 67.988945 0 1 0
climb_slope_20deg 1 49 0.03333333333333333 0 1 0 0 1:20 | 0.956549227 0.284552068 0.0635900646 -0.283004969 0.958573401 -0.032329686 -0.0701552257 0.0129286321 0.997452319 -1.37684798 6.67002392 84.9634628 -3.1040566 -0.788764954 67.9385681 0.00497482717 -0.0572141185 -0.0188333131 0.710963786 0.732104182 0.693517268 0.71988219 1 0 0 0 0 68 1 1 1 0 0 0 67.988945 0 1 0 | 0.956549227 0.284552068 0.0635900646 -0.283004969 0.958573401 -0.032329686 -0.0701552257 0.0129286321 0.997452319 -1.37684798 6.67002392 84.9634628 -3.22058845 -0.113026664 67.9367294 0.0158096477 -0.0571128838 -0.0112137031 0.710963786 0.737528861 0.693517268 0.71988219 2 0 0 0 0 68 1 1 1 0 0 0 67.9881287 0 1 0
climb_slope_20deg 1 50 0.03333333333333333 0 1 0 0 1:20 | 0.956532598 0.284160495 0.0655609444 -0.282585055 0.958696187 -0.0323628709 -0.072049275 0.0124295969 0.997323632 -1.48420095 6.63292313 87.2280197 -3.22058845 -1.11302662 67.9367294 0.0158096477 -0.0571128838 -0.0112137031 0.710963786 0.737528861 0.693517268 0.71988219 2 0 0 0 0 68 1 1 1 0 0 0 67.9881287 0 1 0 | 0.956532598 0.284160495 0.0655609444 -0.282585055 0.958696187 -0.0323628709 -0.072049275 0.0124295969 0.997323632 -1.48420095 6.63292313 87.2280197 -3.35250258 0.033288762 67.9320221 0.016163066 -0.0570192933 -0.013264345 0.710963786 0.737528861 0.696784377 0.71988219 3 0 0 0 0 68 1 1 1 0 0 0 67.9921722 0 1 0
climb_slope_20deg 1 51 0.03333333333333333 0 1 0 0 1:20 | 0.956531644 0.283701688 0.0675319433 -0.282099605 0.958838463 -0.0323829465 -0.0739393234 0.0119245797 0.997191429 -1.59595108 6.60069942 89.492424 -3.35250258 -0.966711223 67.9320221 0.016163066 -0.0570192933 -0.013264345 0.710963786 0.737528861 0.696784377 0.71988219 3 0 0 0 0 68 1 1 1 0 0 0 67.9921722 0 1 0 | 0.956531644 0.283701688 0.0675319433 -0.282099605 0.958838463 -0.0323829465 -0.0739393234 0.0119245797 0.997191429 -1.59595108 6.60069942 89.492424 -3.47497249 -0.132555127 67.9277878 0.00896827877 -0.0569263026 -0.00840810314 0.710963786 0.737528861 0.696784377 0.723280072 0 0 0 0 0 68 1 1 1 0 0 0 67.992363 0 1 0
climb_slope_20deg 1 52 0.03333333333333333 0 1 0 0 1:20 | 0.956481159 0.283413142 0.0694317296 -0.281769156 0.958927155 -0.0326312818 -0.0758281052 0.0116474852 0.997052848 -1.71178353 6.56294775 91.7566833 -3.47497249 -1.13255513 67.9277878 0.00896827877 -0.0569263026 -0.00840810314 0.710963786 0.737528861 0.696784377 0.723280072 0 0 0 0 0 68 1 1 1 0 0 0 67.992363 0 1 0 | 0.956481159 0.283413142 0.0694317296 -0.281769156 0.958927155 -0.0326312818 -0.0758281052 0.0116474852 0.997052848 -1.71178353 6.56294775 91.7566833 -3.6008451 -0.177905828 67.9225616 0.00963827968 -0.0568450764 -0.0096472092 0.713504434 0.737528861 0.696784377 0.723280072 1 0 0 0 0 68 1 1 1 0 0 0 67.9933548 0 1 0
climb_slope_20deg 1 53 0.03333333333333333 0 1 0 0 1:20 | 0.956438899 0.283082932 0.0713350698 -0.281398743 0.959028244 -0.0328567401 -0.0777135268 0.0113518666 0.996911108 -1.83181167 6.52368402 94.0207672 -3.6008451 -1.1779058 67.9225616 0.00963827968 -0.0568450764 -0.0096472092 0.713504434 0.737528861 0.696784377 0.723280072 1 0 0 0 0 68 1 1 1 0 0 0 67.9933548 0 1 0 | 0.956438899 0.283082932 0.0713350698 -0.281398743 0.959028244 -0.0328567401 -0.0777135268 0.0113518666 0.996911108 -1.83181167 6.52368402 94.0207672 -3.71665335 -0.497240841 67.9182358 0.0142009258 -0.0567689091 -0.00556389382 0.713504434 0.739974797 0.696784377 0.723280072 2 0 0 0 0 68 1 1 1 0 0 0 67.9916306 0 1 0
